StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q1.3_First.Click,Q1.3_Last.Click,Q1.3_Page.Submit,Q1.3_Click.Count,Q1.4_Browser,Q1.4_Version,Q1.4_Operating.System,Q1.4_Resolution,Q2.2,Q2.2_3_TEXT,Q162,Q161_1,Q161_2,Q161_3,Q161_4,Q161_5,Q161_6,Q161_7,Q161_9,Q161_8,Q161_0,Q161_0_TEXT,Q153,Q144,Q144_0_TEXT,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.9_5,Q2.9_6,Q2.9_7,Q2.9_8,Q2.9_9,Q2.9_9_TEXT,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q3.4_5,Q3.4_6,Q3.4_7,Q171,Q3.7_9,Q3.7_1,Q3.7_2,Q3.7_3,Q3.7_4,Q3.7_5,Q3.7_6,Q3.7_7,Q3.7_8,Q3.7_0,Q3.7_0_TEXT,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,Q3.6_5,Q3.6_6,Q3.6_7,Q4.2,Q157_6,Q157_1,Q157_3,Q157_2,Q157_100,Q157_0,Q157_0_TEXT,Q160_6,Q160_1,Q160_3,Q160_101,Q160_2,Q160_100,Q160_0,Q160_0_TEXT,Q4.7,Q4.7_0_TEXT,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_0,Q4.6_7_TEXT,Q4.6_0_TEXT,Q175,Q4.10,Q4.3,Q4.3_0_TEXT,Q4.4,Q164,Q165,Q167_1,Q167_2,Q167_3,Q167_6,Q167_4,Q167_0,Q167_4_TEXT,Q167_0_TEXT,Q169_1,Q169_2,Q169_3,Q169_4,Q169_5,Q169_6,Q169_7,Q6.3,Q170_1,Q170_2,Q170_3,Q170_4,Q170_5,Q170_6,Q170_7,Q6.5,Q3.8,Q3.8_0_TEXT,Q159_1,Q159_2,Q159_3,Q159_4,Q159_5,Q159_8,Q159_9,Q159_6,Q159_7,Q159_10,Q2.3,Q2.4,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.2_6,Q8.2_7,Q8.2_8,Q8.2_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q11.2,Q11.3,Q11.3_0_TEXT,Q11.4_1,Q11.4_2,Q11.4_3,Q11.4_4,Q11.4_5,Q11.4_6,Q11.4_0,Q11.4_8,Q11.4_0_TEXT,Q11.5,Q11.5_0_TEXT,Q11.7_1,Q11.7_2,Q11.7_3,Q11.7_4,Q11.7_5,Q11.7_6,Q11.7_7,Q11.7_8,Q11.7_0,Q11.7_9,Q11.7_0_TEXT,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q11.13_0_TEXT,Q12.1,rand,Q4.2...Parent.Topics,Q4.2...Topics,Q11.13_7_TEXT...Parent.Topics,Q11.13_7_TEXT...Topics,Participant ID
26/11/20 10:02,26/11/20 10:23,IP Address,100,1241,TRUE,26/11/20 10:23,R_1HoPcJUNy05gOxF,NA,NA,NA,NA,anonymous,EN,0.3,I will provide my best answers.,10.588,10.588,13.138,1,Chrome,86.0.4240.198,Windows NT 10.0,1600x900,Android,NA,Yes,Parents,Spouse,Siblings,Friends,NA,NA,NA,NA,NA,NA,NA,Oct-19,Once in about 30 minutes,NA,Sometimes,7,0,3,8,7,NA,Few times a week,Few times a day,Few times a month,Few times a day,Once a day,Few times a week,Never,Few times a month,Few times a week,NA,Multiple times a week,Few times a day,Few times a week,Multiple times a week,Few times a day,Once a day,Multiple times a week,NA,NA,NA,Close running applications,Clear notifications,Enable guest mode or second space,NA,NA,NA,NA,NA,NA,Sometimes,Rarely,Always,N/A,Sometimes,Rarely,Always,smart notify,Lock Screen,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,03-May,my work experience is very negative,I had given my phone to someone else when the notification arrived.,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,very concerned in the all notifications is very important,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,NA,Translate,NA,Instant messaging,NA,Calendar,NA,NA,NA,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",1976,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,psycologist,NA,"$50,000 to $59,999",More than 10 or All my life,3,Married,NA,nothing,2.56E+11,NA,NA,NA,NA,151
26/11/20 10:02,26/11/20 10:26,IP Address,100,1441,TRUE,26/11/20 10:26,R_1g2cINAOium68eG,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,4.251,4.251,8.319,1,Chrome,86.0.4240.198,Windows NT 6.1,1600x900,iOS (iPhone),NA,Yes,NA,NA,NA,Friends,NA,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 15 minutes,NA,Sometimes,3,23,3,20,14,NA,Few times a day,Once a day,Once a day,Few times a day,Few times a week,Once a day,Few times a week,Once a day,Few times a week,NA,Once a day,Few times a day,Multiple times a day,Few times a day,Multiple times a day,Few times a day,Multiple times a day,NA,NA,NA,NA,NA,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,smart notify,NA,NA,NA,NA,NA,NA,NA,NA,Notification center,NA,NA,App Badge,NA,NA,NA,within an hour,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,03-May,no negative commends.,I had given my phone to someone else when the notification arrived.,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,nothing,Somwhat concerned,Neither concerned nor unconcerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,nothing,Translate,NA,Instant messaging,NA,Calendar,NA,NA,NA,NA,NA,NA,NA,NA,Always,Always,When unlocked,Never,Notification disabled,When unlocked,When unlocked,Never,Notification disabled,Notification disabled,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Rather agree,Agree,Rather agree,Rather agree,Agree,1970,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,healthcare,NA,"$90,000 to $99,999",More than 10 or All my life,5,Married,NA,NA,8.31E+11,NA,NA,NA,NA,152
26/11/20 10:02,26/11/20 10:27,IP Address,100,1516,TRUE,26/11/20 10:27,R_4Plq62ykQRbNta9,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,13.083,13.083,15.584,1,Chrome,87.0.4280.66,Windows NT 6.3,1360x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-19,Once in about 30 minutes,NA,Never,0,8,0,0,24,NA,Few times a day,Once a day,Few times a week,Few times a week,Once a day,Few times a week,Few times a month,Once a day,Never,NA,Few times a day,N/A,N/A,Multiple times a day,N/A,N/A,N/A,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,Change accessibility settings,NA,NA,NA,NA,Sometimes,Always,Always,Always,Always,Always,Always,Twitter,NA,Notification drawer,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,NA,Cleared it from the notification center/ drawer,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Extremely concerned,NA,No,NA,NA,03-May,"I manages this by only enabling badge notifications (a red dot on the icon on the homescreen, one of the least obtrusive options) for WhatsApp and one of her email addresses. Myself less inclined to waste hours passively scrolling Facebook or Instagram after being diverted there by an alert, and she no longer feels she has to reply to messages instantly.",I had given my phone to someone else when the notification arrived.,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,None,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,NA,Translate,NA,Instant messaging,NA,NA,NA,Banking and payments,NA,NA,Apps for work,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,"Neither disagree, neither agree",Rather agree,Agree,Rather agree,Agree,1969,Female,NA,NA,NA,NA,NA,NA,Hispanic,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager Software Professional,NA,"$70,000 to $79,999",More than 10 or All my life,3,Married,NA,Its a good and nice one,7.02E+11,NA,NA,NA,NA,153
26/11/20 10:19,26/11/20 10:35,IP Address,100,923,TRUE,26/11/20 10:35,R_1DJgsOMi3uiVpyP,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,10.049,10.049,21.828,1,Chrome,86.0.4240.75,Windows NT 10.0,1366x768,Android,NA,Yes,Parents,NA,NA,Friends,NA,NA,NA,NA,NA,NA,NA,30 or more,Once in about 5 minutes,NA,Always,8,8,8,0,24,NA,Few times a month,Few times a day,Few times a day,Few times a day,Few times a day,Few times a day,Few times a day,Never,Few times a week,COLLEGUES,Once a day,Few times a day,Multiple times a week,Multiple times a week,Multiple times a week,Less than once a week,Never,NA,NA,NA,Close running applications,Clear notifications,Enable guest mode or second space,NA,NA,NA,NA,NA,NA,Always,Always,Always,Always,Always,Always,N/A,AMAZON,Lock Screen,Notification drawer,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Extremely concerned,NA,No,NA,NA,01-Feb,"I USUALLY GET EXPERIANCE FROM THE PORN SITE , SO IT MAY GIVE SOMETIMES AN NEGATIVE EXPERIANCE.",I had given my phone to someone else when the notification arrived.,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,NOTHING,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,NA,Translate,NA,Instant messaging,Social media,NA,E-mail,Banking and payments,Health and fitness,Dating,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,"Neither disagree, neither agree",Disagree,Disagree,"Neither disagree, neither agree",1982,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT,NA,"$50,000 to $59,999",More than 10 or All my life,4,Married,NA,"NO, THANK YOU",7.57E+11,NA,NA,NA,NA,154
26/11/20 10:12,26/11/20 10:41,IP Address,100,1700,TRUE,26/11/20 10:41,R_3EuSJviHBkKygSG,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,4.746,4.746,8.989,1,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 1 hour,NA,Always,7,7,0,0,5,i put it on silent mode when going to sleep and use Do Not Disturb Mode when i'm working,Few times a day,Never,Never,Never,Never,Never,Never,Never,Never,NA,Multiple times a day,Less than once a week,Never,Once a day,Never,Never,Never,i only share my phone with my spouse and give it to my child sometimes to play a game,NA,NA,NA,Clear notifications,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,Always,Always,N/A,Always,N/A,N/A,N/A,google playstore,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other: (Please specify:),did not address it,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,it was a notification of updating an app which is not private at all,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,Extremely concerned,i would be concerned if they read a message that was personal such as a message from a dating site,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,if they read a personal message it won't be a concern because there's nothing they can do,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,1989,Female,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marketing,NA,"$60,000 to $69,999",More than 10 or All my life,3,Married,NA,no,2.72E+11,NA,NA,NA,NA,155
26/11/20 10:37,26/11/20 10:42,IP Address,100,305,TRUE,26/11/20 10:42,R_2WUuxUcqPZDl6TH,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,1.831,1.831,3.653,1,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Android,NA,Yes,NA,NA,Siblings,NA,NA,NA,NA,NA,NA,NA,NA,30 or more,Once in about 5 minutes,NA,Never,0,0,0,0,0,NA,Few times a day,Few times a month,Few times a day,Few times a day,Once a day,Few times a month,Never,Once a day,Once a day,NA,Never,Never,Few times a day,N/A,N/A,Multiple times a week,Once a day,NA,NA,NA,NA,NA,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whatsapp,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Extremely concerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat unconcerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Somwhat unconcerned,Completely unconcerned,.,N/A,Somwhat concerned,N/A,N/A,Somwhat concerned,Completely unconcerned,Extremely concerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Rather agree,"Neither disagree, neither agree",Agree,Rather agree,Rather agree,1993,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Management,NA,"$90,000 to $99,999",More than 10 or All my life,1,Never Married,NA,NA,7.44E+11,NA,NA,NA,NA,156
26/11/20 10:24,26/11/20 10:53,IP Address,100,1707,TRUE,26/11/20 10:53,R_WqkpAkJHGOG67lf,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,10.347,10.347,16.544,1,Chrome,87.0.4280.66,Windows NT 10.0,1600x900,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,20 -29,Once in about 15 minutes,NA,Always,8,10,1,0,5,While in night times my mobile in silent mode. While in office hours I use Do Not Disturb mode. Device is off while eating lunch. I don't use airplane mode.,Few times a day,Few times a month,Never,Few times a month,Few times a week,Few times a month,Few times a month,Never,Never,NA,Multiple times a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Never,Never,Mostly I share my phone with closer one.,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,Watch over the other person's use of the phone,NA,NA,NA,Sometimes,Rarely,Rarely,Never,Sometimes,N/A,N/A,Gmail,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,Cleared it from the phone lock screen,Cleared it from the notification center/ drawer,NA,NA,NA,NA,NA,NA,Extremely concerned,I always concerned when someone view the notification.,No,NA,NA,03-May,While giving my mobile to my sibling I forget to turn off the notification from my personal chat.,NA,NA,I forgot to take appropriate actions to silence the notification.,"I was screen casting / projecting the device display to others (e.g., in a presentation) when the notification popped up on screen.",NA,NA,NA,NA,Extremely concerned,Extremely concerned,Completely unconcerned,Somwhat concerned,Somwhat concerned,Completely unconcerned,Extremely concerned,I have lots of personal things to maintain.,Extremely concerned,Extremely concerned,Completely unconcerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,I don't want to share my mobile with colleague in office.,Translate,NA,Instant messaging,Social media,NA,NA,Banking and payments,NA,Dating,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1987,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manager,NA,"$70,000 to $79,999",More than 10 or All my life,3,Married,NA,Good,4.30E+11,NA,NA,NA,NA,157
26/11/20 10:44,26/11/20 10:57,IP Address,100,796,TRUE,26/11/20 10:58,R_2S6obitSxLAYv5A,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,1.986,1.986,4.359,1,Chrome,86.0.4240.183,Windows NT 6.3,1024x768,iOS (iPhone),NA,Yes,NA,NA,NA,Friends,NA,NA,NA,NA,NA,NA,NA,20 -29,Once in about 30 minutes,NA,Most of the time,2,2,0,0,2,unwanted calls so i do it,Few times a week,Few times a week,Few times a week,Once a day,Few times a week,Once a day,Few times a week,Once a day,Few times a week,NA,Once a day,Multiple times a week,Once a day,Few times a day,Few times a day,Few times a day,Once a day,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whatsapp,NA,NA,NA,NA,NA,NA,NA,Lock Screen,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,01-Feb,unwanted calls so i tell about it,NA,NA,I forgot to take appropriate actions to silence the notification.,NA,The notification included sensitive content. (Please specify:),NA,NA,NA,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,family member read  the content of the notification,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,college read the notification,Translate,NA,NA,Social media,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always,Notification disabled,Never,When unlocked,Never,Notification disabled,Never,Never,Notification disabled,Notification disabled,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree","Neither disagree, neither agree","Neither disagree, neither agree",1993,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marketing,NA,"$10,000 to $19,999",More than 10 or All my life,4,Married,NA,none,7.39E+11,NA,NA,NA,NA,158
26/11/20 10:55,26/11/20 11:04,IP Address,100,541,TRUE,26/11/20 11:04,R_2uxJqzarr7nx13N,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,2.489,2.489,3.584,1,Chrome,84.0.4147.125,Windows NT 6.1,1280x1024,Android,NA,Yes,Parents,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,20 -29,Once in about 15 minutes,NA,About half the time,5,7,9,4,18,none,Once a day,Once a day,Few times a day,Few times a day,Few times a week,Once a day,Few times a week,Few times a day,Once a day,NA,Few times a day,Multiple times a week,Once a day,Few times a week,Few times a day,Multiple times a day,Less than once a week,none,NA,NA,Close running applications,Clear notifications,Enable guest mode or second space,Enable app locks,Change accessibility settings,Watch over the other person's use of the phone,NA,NA,NA,Always,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,whatsup,Lock Screen,Notification drawer,Floating notification,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Somewhat concerned,i don't allow to some one see my notification,No,NA,NA,03-May,he say my secret things to others,I had given my phone to someone else when the notification arrived.,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,my family member will read some times social media notification,Extremely concerned,Neither concerned nor unconcerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,none,Translate,NA,Instant messaging,NA,NA,NA,Banking and payments,Health and fitness,Dating,Apps for work,Travel and navigation,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,"Neither disagree, neither agree",Rather agree,Rather agree,Agree,1994,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marketing,NA,"$60,000 to $69,999",More than 10 or All my life,5,Married,NA,nice survey,7.88E+11,NA,NA,NA,NA,159
26/11/20 12:04,26/11/20 12:12,IP Address,100,524,TRUE,26/11/20 12:12,R_2EvjDFUbvH2Hudm,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,1.837,1.837,4.983,1,Chrome,86.0.4240.193,Windows NT 6.3,1440x900,Android,NA,Yes,NA,Spouse,Siblings,NA,Children older than 13,NA,NA,Strangers,NA,NA,NA,20 -29,Once in about 15 minutes,NA,Always,5,8,6,1,3,NONE,Once a day,Few times a day,Few times a day,Once a day,Once a day,Few times a week,Once a day,Few times a week,Once a day,NA,Multiple times a day,Few times a day,Multiple times a day,Once a day,Few times a day,Multiple times a day,Few times a day,NA,NA,NA,Close running applications,Clear notifications,NA,NA,Change accessibility settings,Watch over the other person's use of the phone,NA,NA,NA,Always,Always,Sometimes,Always,Rarely,Sometimes,Always,INSTAGRAM,Lock Screen,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,Read the notification content,NA,Cleared it from the notification center/ drawer,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,03-May,IT WAS ALLOW TO GO THE ONE WE NEED,I had given my phone to someone else when the notification arrived.,NA,I forgot to take appropriate actions to silence the notification.,"I was screen casting / projecting the device display to others (e.g., in a presentation) when the notification popped up on screen.",NA,NA,NA,NA,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,NONE,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,NONE,Translate,NA,NA,Social media,NA,E-mail,Banking and payments,NA,Dating,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Rather agree,"Neither disagree, neither agree",Rather agree,Agree,Rather agree,1992,Male,NA,NA,NA,NA,Native Hawaiian or Pacific Islander,NA,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DATA ENTRY,NA,"$50,000 to $59,999",More than 10 or All my life,4,Married,NA,NONE,9.49E+11,NA,NA,NA,NA,160
